diffex_id,NCBI_id
Amblyomma-americanum_evm.model.contig-249182-1.2,V5799_015046
Amblyomma-americanum_evm.model.contig-249192-1.1,V5799_015047
Amblyomma-americanum_evm.model.contig-249205-1.1,V5799_015048
Amblyomma-americanum_evm.model.contig-249222-1.1,V5799_015049
Amblyomma-americanum_evm.model.contig-24926-1.1,V5799_015050
Amblyomma-americanum_evm.model.contig-24926-1.2,V5799_015051
Amblyomma-americanum_evm.model.contig-24928-1.1,V5799_015052
Amblyomma-americanum_evm.model.contig-249296-1.1,V5799_015053
Amblyomma-americanum_evm.model.contig-249296-1.2,V5799_015054
Amblyomma-americanum_evm.model.contig-24930-1.1,V5799_015055
Amblyomma-americanum_evm.model.contig-249319-1.1,V5799_015056
Amblyomma-americanum_evm.model.contig-249330-1.1,V5799_015058
Amblyomma-americanum_evm.model.contig-249370-1.1,V5799_015059
Amblyomma-americanum_evm.model.contig-249373-1.1,V5799_015061
Amblyomma-americanum_evm.model.contig-249378-1.2,V5799_015063
Amblyomma-americanum_evm.model.contig-249427-1.1,V5799_015064
Amblyomma-americanum_evm.model.contig-249427-1.2,V5799_015065
Amblyomma-americanum_evm.model.contig-249445-1.1,V5799_015066
Amblyomma-americanum_evm.model.contig-249445-1.2,V5799_015067
Amblyomma-americanum_evm.model.contig-249455-1.1,V5799_015069
Amblyomma-americanum_evm.model.contig-249468-1.1,V5799_015070
Amblyomma-americanum_evm.model.contig-249468-1.2,V5799_015071
Amblyomma-americanum_evm.model.contig-249468-1.3,V5799_015072
Amblyomma-americanum_evm.model.contig-249484-1.1,V5799_015073
Amblyomma-americanum_evm.model.contig-2495-1.1,V5799_015074
evm.TU.contig_2495_1.2,V5799_015075
Amblyomma-americanum_evm.model.contig-249514-1.2,V5799_015077
Amblyomma-americanum_evm.model.contig-249532-1.1,V5799_015078
Amblyomma-americanum_evm.model.contig-249532-1.2,V5799_015079
Amblyomma-americanum_evm.model.contig-249564-1.1,V5799_015080
Amblyomma-americanum_evm.model.contig-249564-1.2,V5799_015081
Amblyomma-americanum_evm.model.contig-249565-1.1,V5799_015082
Amblyomma-americanum_evm.model.contig-249570-1.1,V5799_015083
Amblyomma-americanum_evm.model.contig-249592-1.1,V5799_015084
Amblyomma-americanum_evm.model.contig-249618-1.1,V5799_015085
Amblyomma-americanum_evm.model.contig-249620-1.1,V5799_015086
Amblyomma-americanum_evm.model.contig-249620-1.3,V5799_015088
Amblyomma-americanum_evm.model.contig-249622-1.1,V5799_015089
Amblyomma-americanum_evm.model.contig-249720-1.1,V5799_015091
Amblyomma-americanum_evm.model.contig-249738-1.1,V5799_015092
Amblyomma-americanum_evm.model.contig-249738-1.2,V5799_015093
Amblyomma-americanum_evm.model.contig-249739-1.1,V5799_015094
Amblyomma-americanum_evm.model.contig-249751-1.1,V5799_015095
Amblyomma-americanum_evm.model.contig-249758-1.1,V5799_015097
Amblyomma-americanum_evm.model.contig-249762-1.1,V5799_015098
Amblyomma-americanum_evm.model.contig-249802-1.1,V5799_015100
Amblyomma-americanum_evm.model.contig-249802-1.2,V5799_015101
Amblyomma-americanum_evm.model.contig-249829-1.1,V5799_015103
Amblyomma-americanum_evm.model.contig-249837-1.1,V5799_015104
Amblyomma-americanum_evm.model.contig-249843-1.1,V5799_015105
Amblyomma-americanum_evm.model.contig-249864-1.1,V5799_015106
Amblyomma-americanum_evm.model.contig-24988-1.1,V5799_015107
Amblyomma-americanum_evm.model.contig-249886-1.1,V5799_015108
Amblyomma-americanum_evm.model.contig-249905-1.1,V5799_015109
Amblyomma-americanum_evm.model.contig-249917-1.1,V5799_015110
Amblyomma-americanum_evm.model.contig-249929-1.1,V5799_015111
Amblyomma-americanum_evm.model.contig-249930-1.1,V5799_015112
Amblyomma-americanum_evm.model.contig-249933-1.1,V5799_015113
Amblyomma-americanum_evm.model.contig-249987-1.1,V5799_015114
Amblyomma-americanum_evm.model.contig-250000-1.1,V5799_015116
Amblyomma-americanum_evm.model.contig-250000-1.2,V5799_015117
Amblyomma-americanum_evm.model.contig-250000-1.3,V5799_015118
Amblyomma-americanum_evm.model.contig-25001-1.1,V5799_015119
Amblyomma-americanum_evm.model.contig-25001-1.2,V5799_015120
Amblyomma-americanum_evm.model.contig-250018-1.1,V5799_015121
Amblyomma-americanum_evm.model.contig-250020-1.1,V5799_015122
Amblyomma-americanum_evm.model.contig-250020-1.2,V5799_015123
Amblyomma-americanum_evm.model.contig-250033-1.1,V5799_015124
Amblyomma-americanum_evm.model.contig-25008-1.2,V5799_015127
Amblyomma-americanum_evm.model.contig-25008-1.3,V5799_015128
Amblyomma-americanum_evm.model.contig-250092-1.1,V5799_015130
evm.TU.contig_250099_1.1,V5799_015131
Amblyomma-americanum_evm.model.contig-250099-1.2,V5799_015132
Amblyomma-americanum_evm.model.contig-250099-1.3,V5799_015133
Amblyomma-americanum_evm.model.contig-250099-1.4,V5799_015134
evm.TU.contig_2501_1.4,V5799_015139
evm.TU.contig_250116_1.1,V5799_015140
Amblyomma-americanum_evm.model.contig-250116-1.2,V5799_015141
evm.TU.contig_250116_1.3,V5799_015142
Amblyomma-americanum_evm.model.contig-250122-1.1,V5799_015143
Amblyomma-americanum_evm.model.contig-250122-1.2,V5799_015144
Amblyomma-americanum_evm.model.contig-250122-1.3,V5799_015145
Amblyomma-americanum_evm.model.contig-250130-1.1,V5799_015148
Amblyomma-americanum_evm.model.contig-250145-1.1,V5799_015149
Amblyomma-americanum_evm.model.contig-250160-1.1,V5799_015150
Amblyomma-americanum_evm.model.contig-250160-1.2,V5799_015151
Amblyomma-americanum_evm.model.contig-250188-1.1,V5799_015152
Amblyomma-americanum_evm.model.contig-250188-1.2,V5799_015153
Amblyomma-americanum_evm.model.contig-250222-1.1,V5799_015156
Amblyomma-americanum_evm.model.contig-250237-1.1,V5799_015157
evm.TU.contig_250261_1.2,V5799_015159
Amblyomma-americanum_evm.model.contig-250262-1.1,V5799_015160
Amblyomma-americanum_evm.model.contig-250345-1.1,V5799_015161
Amblyomma-americanum_evm.model.contig-250354-1.1,V5799_015162
Amblyomma-americanum_evm.model.contig-25037-1.1,V5799_015163
Amblyomma-americanum_evm.model.contig-25037-1.2,V5799_015164
Amblyomma-americanum_evm.model.contig-250377-1.1,V5799_015165
Amblyomma-americanum_evm.model.contig-25041-1.2,V5799_015167
Amblyomma-americanum_evm.model.contig-250415-1.1,V5799_015169
Amblyomma-americanum_evm.model.contig-250417-1.1,V5799_015170
Amblyomma-americanum_evm.model.contig-250417-1.2,V5799_015171
Amblyomma-americanum_evm.model.contig-250435-1.1,V5799_015172
Amblyomma-americanum_evm.model.contig-25048-1.1,V5799_015173
Amblyomma-americanum_evm.model.contig-250486-1.1,V5799_015174
Amblyomma-americanum_evm.model.contig-250490-1.1,V5799_015175
Amblyomma-americanum_evm.model.contig-250490-1.2,V5799_015176
Amblyomma-americanum_evm.model.contig-250507-1.1,V5799_015178
Amblyomma-americanum_evm.model.contig-250507-1.2,V5799_015179
Amblyomma-americanum_evm.model.contig-250507-1.3,V5799_015180
Amblyomma-americanum_evm.model.contig-250513-1.1,V5799_015181
Amblyomma-americanum_evm.model.contig-250513-1.2,V5799_015182
Amblyomma-americanum_evm.model.contig-250532-1.1,V5799_015183
Amblyomma-americanum_evm.model.contig-250532-1.2,V5799_015184
Amblyomma-americanum_evm.model.contig-250532-1.3,V5799_015185
Amblyomma-americanum_evm.model.contig-250532-1.4,V5799_015186
Amblyomma-americanum_evm.model.contig-250532-1.5,V5799_015187
Amblyomma-americanum_evm.model.contig-250532-1.6,V5799_015188
Amblyomma-americanum_evm.model.contig-250532-1.7,V5799_015189
Amblyomma-americanum_evm.model.contig-250532-1.8,V5799_015190
Amblyomma-americanum_evm.model.contig-250532-1.9,V5799_015191
Amblyomma-americanum_evm.model.contig-250532-1.10,V5799_015192
Amblyomma-americanum_evm.model.contig-250532-1.11,V5799_015193
Amblyomma-americanum_evm.model.contig-250542-1.1,V5799_015194
Amblyomma-americanum_evm.model.contig-250542-1.2,V5799_015195
Amblyomma-americanum_evm.model.contig-250550-1.1,V5799_015196
Amblyomma-americanum_evm.model.contig-250565-1.1,V5799_015197
Amblyomma-americanum_evm.model.contig-250595-1.1,V5799_015199
Amblyomma-americanum_evm.model.contig-250595-1.2,V5799_015200
Amblyomma-americanum_evm.model.contig-250629-1.2,V5799_015202
Amblyomma-americanum_evm.model.contig-250644-1.1,V5799_015204
Amblyomma-americanum_evm.model.contig-250648-1.1,V5799_015205
Amblyomma-americanum_evm.model.contig-250648-1.2,V5799_015206
evm.TU.contig_25066_1.2,V5799_015208
Amblyomma-americanum_evm.model.contig-25066-1.3,V5799_015209
Amblyomma-americanum_evm.model.contig-250695-1.1,V5799_015210
Amblyomma-americanum_evm.model.contig-250695-1.2,V5799_015211
Amblyomma-americanum_evm.model.contig-250727-1.1,V5799_015212
Amblyomma-americanum_evm.model.contig-250736-1.1,V5799_015213
Amblyomma-americanum_evm.model.contig-250776-1.1,V5799_015214
evm.TU.contig_250818_1.1,V5799_015217
Amblyomma-americanum_evm.model.contig-250828-1.1,V5799_015218
Amblyomma-americanum_evm.model.contig-25087-1.1,V5799_015219
Amblyomma-americanum_evm.model.contig-25087-1.2,V5799_015220
Amblyomma-americanum_evm.model.contig-250874-1.1,V5799_015221
Amblyomma-americanum_evm.model.contig-250877-1.1,V5799_015222
Amblyomma-americanum_evm.model.contig-250892-1.1,V5799_015224
Amblyomma-americanum_evm.model.contig-250892-1.2,V5799_015225
Amblyomma-americanum_evm.model.contig-250904-1.1,V5799_015226
Amblyomma-americanum_evm.model.contig-250925-1.1,V5799_015228
Amblyomma-americanum_evm.model.contig-250927-1.1,V5799_015229
Amblyomma-americanum_evm.model.contig-250930-1.1,V5799_015230
Amblyomma-americanum_evm.model.contig-250930-1.2,V5799_015231
Amblyomma-americanum_evm.model.contig-250930-1.3,V5799_015232
Amblyomma-americanum_evm.model.contig-250938-1.1,V5799_015233
Amblyomma-americanum_evm.model.contig-250939-1.1,V5799_015234
Amblyomma-americanum_evm.model.contig-250940-1.1,V5799_015235
Amblyomma-americanum_evm.model.contig-250952-1.2,V5799_015237
Amblyomma-americanum_evm.model.contig-250982-1.1,V5799_015238
Amblyomma-americanum_evm.model.contig-25103-1.1,V5799_015239
Amblyomma-americanum_evm.model.contig-251033-1.1,V5799_015240
Amblyomma-americanum_evm.model.contig-251033-1.2,V5799_015241
Amblyomma-americanum_evm.model.contig-25107-1.1,V5799_015242
Amblyomma-americanum_evm.model.contig-251074-1.1,V5799_015244
Amblyomma-americanum_evm.model.contig-251105-1.1,V5799_015246
evm.TU.contig_25115_1.1,V5799_015248
Amblyomma-americanum_evm.model.contig-25115-1.2,V5799_015249
Amblyomma-americanum_evm.model.contig-25115-1.3,V5799_015250
evm.TU.contig_25118_1.2,V5799_015252
Amblyomma-americanum_evm.model.contig-25119-1.1,V5799_015253
Amblyomma-americanum_evm.model.contig-25119-1.2,V5799_015254
Amblyomma-americanum_evm.model.contig-25119-1.3,V5799_015255
Amblyomma-americanum_evm.model.contig-25119-1.4,V5799_015256
Amblyomma-americanum_evm.model.contig-251209-1.1,V5799_015259
Amblyomma-americanum_evm.model.contig-25132-1.2,V5799_015263
Amblyomma-americanum_evm.model.contig-251327-1.1,V5799_015264
Amblyomma-americanum_evm.model.contig-251327-1.2,V5799_015265
Amblyomma-americanum_evm.model.contig-251327-1.3,V5799_015266
Amblyomma-americanum_evm.model.contig-251341-1.1,V5799_015269
Amblyomma-americanum_evm.model.contig-251341-1.2,V5799_015270
Amblyomma-americanum_evm.model.contig-251354-1.1,V5799_015271
Amblyomma-americanum_evm.model.contig-251354-1.2,V5799_015272
Amblyomma-americanum_evm.model.contig-251354-1.3,V5799_015273
Amblyomma-americanum_evm.model.contig-251388-1.1,V5799_015275
evm.TU.contig_25140_1.1,V5799_015277
Amblyomma-americanum_evm.model.contig-25140-1.2,V5799_015278
Amblyomma-americanum_evm.model.contig-25143-1.1,V5799_015279
Amblyomma-americanum_evm.model.contig-25143-1.2,V5799_015280
Amblyomma-americanum_evm.model.contig-25143-1.3,V5799_015281
Amblyomma-americanum_evm.model.contig-25143-1.4,V5799_015282
Amblyomma-americanum_evm.model.contig-251444-1.2,V5799_015284
Amblyomma-americanum_evm.model.contig-251444-1.3,V5799_015285
evm.TU.contig_251450_1.1,V5799_015287
evm.TU.contig_251450_1.2,V5799_015288
Amblyomma-americanum_evm.model.contig-251475-1.1,V5799_015289
Amblyomma-americanum_evm.model.contig-251475-1.2,V5799_015290
Amblyomma-americanum_evm.model.contig-251475-1.3,V5799_015291
Amblyomma-americanum_evm.model.contig-251475-1.4,V5799_015292
Amblyomma-americanum_evm.model.contig-251475-1.5,V5799_015293
Amblyomma-americanum_evm.model.contig-251475-1.6,V5799_015294
Amblyomma-americanum_evm.model.contig-251481-1.1,V5799_015295
Amblyomma-americanum_evm.model.contig-251483-1.1,V5799_015296
Amblyomma-americanum_evm.model.contig-251514-1.1,V5799_015299
Amblyomma-americanum_evm.model.contig-251530-1.1,V5799_015300
Amblyomma-americanum_evm.model.contig-251533-1.1,V5799_015301
Amblyomma-americanum_evm.model.contig-251533-1.2,V5799_015302
Amblyomma-americanum_evm.model.contig-251539-1.1,V5799_015303
Amblyomma-americanum_evm.model.contig-251545-1.1,V5799_015305
Amblyomma-americanum_evm.model.contig-251577-1.1,V5799_015306
Amblyomma-americanum_evm.model.contig-251581-1.1,V5799_015307
Amblyomma-americanum_evm.model.contig-251600-1.1,V5799_015308
Amblyomma-americanum_evm.model.contig-251601-1.1,V5799_015309
Amblyomma-americanum_evm.model.contig-251601-1.2,V5799_015310
Amblyomma-americanum_evm.model.contig-25162-1.4,V5799_015314
Amblyomma-americanum_evm.model.contig-25162-1.5,V5799_015315
Amblyomma-americanum_evm.model.contig-251674-1.1,V5799_015316
Amblyomma-americanum_evm.model.contig-251674-1.2,V5799_015317
Amblyomma-americanum_evm.model.contig-251674-1.3,V5799_015318
Amblyomma-americanum_evm.model.contig-251674-1.4,V5799_015319
Amblyomma-americanum_evm.model.contig-251674-1.5,V5799_015320
Amblyomma-americanum_evm.model.contig-251674-1.6,V5799_015321
Amblyomma-americanum_evm.model.contig-251674-1.7,V5799_015322
Amblyomma-americanum_evm.model.contig-25169-1.2,V5799_015324
Amblyomma-americanum_evm.model.contig-25169-1.3,V5799_015325
Amblyomma-americanum_evm.model.contig-25169-1.4,V5799_015326
Amblyomma-americanum_evm.model.contig-25169-1.5,V5799_015327
Amblyomma-americanum_evm.model.contig-25169-1.6,V5799_015328
Amblyomma-americanum_evm.model.contig-25169-1.7,V5799_015329
Amblyomma-americanum_evm.model.contig-251695-1.1,V5799_015330
Amblyomma-americanum_evm.model.contig-251698-1.1,V5799_015331
Amblyomma-americanum_evm.model.contig-25170-1.1,V5799_015332
Amblyomma-americanum_evm.model.contig-25170-1.2,V5799_015333
Amblyomma-americanum_evm.model.contig-25170-1.3,V5799_015334
Amblyomma-americanum_evm.model.contig-25170-1.4,V5799_015335
evm.TU.contig_251751_1.1,V5799_015336
Amblyomma-americanum_evm.model.contig-251760-1.1,V5799_015337
Amblyomma-americanum_evm.model.contig-251772-1.1,V5799_015338
Amblyomma-americanum_evm.model.contig-251787-1.1,V5799_015340
Amblyomma-americanum_evm.model.contig-251798-1.1,V5799_015341
Amblyomma-americanum_evm.model.contig-251801-1.1,V5799_015342
Amblyomma-americanum_evm.model.contig-251810-1.1,V5799_015344
Amblyomma-americanum_evm.model.contig-25182-1.2,V5799_015346
Amblyomma-americanum_evm.model.contig-251836-1.1,V5799_015348
Amblyomma-americanum_evm.model.contig-25186-1.2,V5799_015350
Amblyomma-americanum_evm.model.contig-251865-1.1,V5799_015351
Amblyomma-americanum_evm.model.contig-251897-1.1,V5799_015353
Amblyomma-americanum_evm.model.contig-251897-1.2,V5799_015354
Amblyomma-americanum_evm.model.contig-251900-1.1,V5799_015355
Amblyomma-americanum_evm.model.contig-25192-1.1,V5799_015356
Amblyomma-americanum_evm.model.contig-25192-1.2,V5799_015357
Amblyomma-americanum_evm.model.contig-25192-1.3,V5799_015358
Amblyomma-americanum_evm.model.contig-251941-1.1,V5799_015359
Amblyomma-americanum_evm.model.contig-251950-1.1,V5799_015360
evm.TU.contig_251956_1.1,V5799_015361
evm.TU.contig_252002_1.1,V5799_015364
Amblyomma-americanum_evm.model.contig-252002-1.2,V5799_015365
Amblyomma-americanum_evm.model.contig-252002-1.3,V5799_015366
Amblyomma-americanum_evm.model.contig-252002-1.4,V5799_015367
Amblyomma-americanum_evm.model.contig-252002-1.5,V5799_015368
Amblyomma-americanum_evm.model.contig-252009-1.1,V5799_015370
Amblyomma-americanum_evm.model.contig-25202-1.1,V5799_015371
Amblyomma-americanum_evm.model.contig-25204-1.1,V5799_015373
Amblyomma-americanum_evm.model.contig-252057-1.2,V5799_015378
Amblyomma-americanum_evm.model.contig-252100-1.1,V5799_015381
Amblyomma-americanum_evm.model.contig-252148-1.1,V5799_015382
Amblyomma-americanum_evm.model.contig-252213-1.1,V5799_015384
evm.TU.contig_252213_1.2,V5799_015385
Amblyomma-americanum_evm.model.contig-137205-1.1,V5799_015387
Amblyomma-americanum_evm.model.contig-137219-1.1,V5799_015388
Amblyomma-americanum_evm.model.contig-137248-1.1,V5799_015390
Amblyomma-americanum_evm.model.contig-137301-1.1,V5799_015394
evm.TU.contig_137373_1.1,V5799_015395
Amblyomma-americanum_evm.model.contig-137374-1.1,V5799_015396
Amblyomma-americanum_evm.model.contig-137374-1.2,V5799_015397
Amblyomma-americanum_evm.model.contig-137378-1.1,V5799_015398
Amblyomma-americanum_evm.model.contig-137386-1.1,V5799_015399
Amblyomma-americanum_evm.model.contig-137386-1.2,V5799_015400
Amblyomma-americanum_evm.model.contig-137400-1.1,V5799_015402
Amblyomma-americanum_evm.model.contig-137400-1.2,V5799_015403
Amblyomma-americanum_evm.model.contig-137404-1.1,V5799_015404
Amblyomma-americanum_evm.model.contig-137422-1.1,V5799_015405
Amblyomma-americanum_evm.model.contig-137422-1.2,V5799_015406
evm.TU.contig_137423_1.1,V5799_015407
Amblyomma-americanum_evm.model.contig-13744-1.1,V5799_015411
Amblyomma-americanum_evm.model.contig-137445-1.1,V5799_015412
Amblyomma-americanum_evm.model.contig-137470-1.1,V5799_015413
Amblyomma-americanum_evm.model.contig-137488-1.1,V5799_015414
Amblyomma-americanum_evm.model.contig-137491-1.1,V5799_015415
Amblyomma-americanum_evm.model.contig-137491-1.2,V5799_015416
Amblyomma-americanum_evm.model.contig-137491-1.3,V5799_015417
evm.TU.contig_137491_1.4,V5799_015418
Amblyomma-americanum_evm.model.contig-137495-1.1,V5799_015419
Amblyomma-americanum_evm.model.contig-137501-1.2,V5799_015421
Amblyomma-americanum_evm.model.contig-137510-1.1,V5799_015422
Amblyomma-americanum_evm.model.contig-137510-1.2,V5799_015423
Amblyomma-americanum_evm.model.contig-137510-1.3,V5799_015424
Amblyomma-americanum_evm.model.contig-137539-1.1,V5799_015425
Amblyomma-americanum_evm.model.contig-137590-1.1,V5799_015426
Amblyomma-americanum_evm.model.contig-137605-1.1,V5799_015427
Amblyomma-americanum_evm.model.contig-137605-1.2,V5799_015428
Amblyomma-americanum_evm.model.contig-137649-1.1,V5799_015431
Amblyomma-americanum_evm.model.contig-137649-1.2,V5799_015432
Amblyomma-americanum_evm.model.contig-137649-1.3,V5799_015433
Amblyomma-americanum_evm.model.contig-137649-1.4,V5799_015434
Amblyomma-americanum_evm.model.contig-137649-1.5,V5799_015435
Amblyomma-americanum_evm.model.contig-13765-1.1,V5799_015436
Amblyomma-americanum_evm.model.contig-137682-1.1,V5799_015437
evm.TU.contig_137682_1.2,V5799_015438
Amblyomma-americanum_evm.model.contig-137685-1.1,V5799_015439
Amblyomma-americanum_evm.model.contig-137685-1.2,V5799_015440
Amblyomma-americanum_evm.model.contig-137689-1.1,V5799_015441
Amblyomma-americanum_evm.model.contig-137689-1.2,V5799_015442
Amblyomma-americanum_evm.model.contig-137695-1.1,V5799_015443
Amblyomma-americanum_evm.model.contig-137695-1.2,V5799_015444
Amblyomma-americanum_evm.model.contig-13772-1.1,V5799_015446
Amblyomma-americanum_evm.model.contig-137740-1.1,V5799_015447
Amblyomma-americanum_evm.model.contig-137745-1.1,V5799_015448
Amblyomma-americanum_evm.model.contig-137757-1.1,V5799_015451
Amblyomma-americanum_evm.model.contig-137759-1.1,V5799_015452
Amblyomma-americanum_evm.model.contig-13780-1.1,V5799_015453
Amblyomma-americanum_evm.model.contig-13780-1.2,V5799_015454
Amblyomma-americanum_evm.model.contig-137815-1.2,V5799_015456
Amblyomma-americanum_evm.model.contig-137821-1.1,V5799_015457
Amblyomma-americanum_evm.model.contig-137848-1.1,V5799_015459
Amblyomma-americanum_evm.model.contig-137848-1.2,V5799_015460
Amblyomma-americanum_evm.model.contig-137848-1.3,V5799_015461
Amblyomma-americanum_evm.model.contig-137848-1.4,V5799_015462
Amblyomma-americanum_evm.model.contig-137848-1.5,V5799_015463
evm.TU.contig_137848_1.6,V5799_015464
Amblyomma-americanum_evm.model.contig-13786-1.1,V5799_015465
Amblyomma-americanum_evm.model.contig-137904-1.1,V5799_015480
evm.TU.contig_13795_1.2,V5799_015483
Amblyomma-americanum_evm.model.contig-137986-1.2,V5799_015487
evm.TU.contig_138012_1.1,V5799_015491
Amblyomma-americanum_evm.model.contig-138012-1.3,V5799_015493
Amblyomma-americanum_evm.model.contig-138015-1.1,V5799_015495
Amblyomma-americanum_evm.model.contig-138015-1.2,V5799_015496
Amblyomma-americanum_evm.model.contig-138015-1.3,V5799_015497
Amblyomma-americanum_evm.model.contig-138015-1.4,V5799_015498
Amblyomma-americanum_evm.model.contig-138015-1.5,V5799_015499
Amblyomma-americanum_evm.model.contig-138015-1.6,V5799_015500
Amblyomma-americanum_evm.model.contig-138015-1.7,V5799_015501
Amblyomma-americanum_evm.model.contig-138015-1.8,V5799_015502
Amblyomma-americanum_evm.model.contig-138015-1.9,V5799_015503
Amblyomma-americanum_evm.model.contig-138015-1.10,V5799_015504
Amblyomma-americanum_evm.model.contig-138015-1.11,V5799_015505
Amblyomma-americanum_evm.model.contig-138015-1.13,V5799_015507
Amblyomma-americanum_evm.model.contig-138015-1.14,V5799_015508
Amblyomma-americanum_evm.model.contig-138015-1.16,V5799_015510
Amblyomma-americanum_evm.model.contig-138015-1.17,V5799_015511
Amblyomma-americanum_evm.model.contig-138015-1.18,V5799_015512
evm.TU.contig_138015_1.19,V5799_015513
Amblyomma-americanum_evm.model.contig-138023-1.2,V5799_015516
Amblyomma-americanum_evm.model.contig-138026-1.2,V5799_015518
Amblyomma-americanum_evm.model.contig-138056-1.1,V5799_015519
Amblyomma-americanum_evm.model.contig-138065-1.1,V5799_015520
Amblyomma-americanum_evm.model.contig-138088-1.1,V5799_015521
Amblyomma-americanum_evm.model.contig-138092-1.1,V5799_015522
Amblyomma-americanum_evm.model.contig-13816-1.1,V5799_015523
Amblyomma-americanum_evm.model.contig-138161-1.1,V5799_015524
Amblyomma-americanum_evm.model.contig-138161-1.2,V5799_015525
Amblyomma-americanum_evm.model.contig-13817-1.1,V5799_015526
Amblyomma-americanum_evm.model.contig-13817-1.2,V5799_015527
Amblyomma-americanum_evm.model.contig-13819-1.1,V5799_015528
Amblyomma-americanum_evm.model.contig-13820-1.1,V5799_015529
Amblyomma-americanum_evm.model.contig-13820-1.2,V5799_015530
Amblyomma-americanum_evm.model.contig-13820-1.3,V5799_015531
Amblyomma-americanum_evm.model.contig-13820-1.4,V5799_015532
Amblyomma-americanum_evm.model.contig-13820-1.5,V5799_015533
Amblyomma-americanum_evm.model.contig-138225-1.1,V5799_015534
Amblyomma-americanum_evm.model.contig-138225-1.2,V5799_015535
Amblyomma-americanum_evm.model.contig-138225-1.3,V5799_015536
Amblyomma-americanum_evm.model.contig-138225-1.4,V5799_015537
Amblyomma-americanum_evm.model.contig-138225-1.5,V5799_015538
Amblyomma-americanum_evm.model.contig-138225-1.6,V5799_015539
Amblyomma-americanum_evm.model.contig-138232-1.1,V5799_015540
Amblyomma-americanum_evm.model.contig-138232-1.2,V5799_015541
Amblyomma-americanum_evm.model.contig-138232-1.3,V5799_015542
Amblyomma-americanum_evm.model.contig-138232-1.4,V5799_015543
Amblyomma-americanum_evm.model.contig-138232-1.5,V5799_015544
Amblyomma-americanum_evm.model.contig-138232-1.6,V5799_015545
Amblyomma-americanum_evm.model.contig-138232-1.7,V5799_015546
Amblyomma-americanum_evm.model.contig-138232-1.8,V5799_015547
Amblyomma-americanum_evm.model.contig-138232-1.9,V5799_015548
Amblyomma-americanum_evm.model.contig-138232-1.10,V5799_015549
Amblyomma-americanum_evm.model.contig-138232-1.11,V5799_015550
evm.TU.contig_138241_1.1,V5799_015551
Amblyomma-americanum_evm.model.contig-138241-1.2,V5799_015552
Amblyomma-americanum_evm.model.contig-138241-1.3,V5799_015553
Amblyomma-americanum_evm.model.contig-138249-1.1,V5799_015554
Amblyomma-americanum_evm.model.contig-138265-1.1,V5799_015555
Amblyomma-americanum_evm.model.contig-138265-1.2,V5799_015556
Amblyomma-americanum_evm.model.contig-138265-1.3,V5799_015557
Amblyomma-americanum_evm.model.contig-138265-1.5,V5799_015559
Amblyomma-americanum_evm.model.contig-138286-1.1,V5799_015560
Amblyomma-americanum_evm.model.contig-138329-1.1,V5799_015561
Amblyomma-americanum_evm.model.contig-138341-1.1,V5799_015563
Amblyomma-americanum_evm.model.contig-138341-1.2,V5799_015564
Amblyomma-americanum_evm.model.contig-138341-1.3,V5799_015565
Amblyomma-americanum_evm.model.contig-138341-1.4,V5799_015566
Amblyomma-americanum_evm.model.contig-13836-1.1,V5799_015567
Amblyomma-americanum_evm.model.contig-138368-1.1,V5799_015568
Amblyomma-americanum_evm.model.contig-138368-1.2,V5799_015569
Amblyomma-americanum_evm.model.contig-138368-1.3,V5799_015570
Amblyomma-americanum_evm.model.contig-138432-1.1,V5799_015571
Amblyomma-americanum_evm.model.contig-138432-1.2,V5799_015572
Amblyomma-americanum_evm.model.contig-138432-1.3,V5799_015573
Amblyomma-americanum_evm.model.contig-138432-1.4,V5799_015574
Amblyomma-americanum_evm.model.contig-138432-1.5,V5799_015575
Amblyomma-americanum_evm.model.contig-138432-1.6,V5799_015576
Amblyomma-americanum_evm.model.contig-138432-1.7,V5799_015577
Amblyomma-americanum_evm.model.contig-138432-1.8,V5799_015578
Amblyomma-americanum_evm.model.contig-138432-1.9,V5799_015579
evm.TU.contig_138443_1.1,V5799_015580
Amblyomma-americanum_evm.model.contig-138443-1.2,V5799_015581
Amblyomma-americanum_evm.model.contig-138443-1.3,V5799_015582
Amblyomma-americanum_evm.model.contig-138448-1.1,V5799_015583
Amblyomma-americanum_evm.model.contig-138454-1.1,V5799_015585
Amblyomma-americanum_evm.model.contig-138463-1.1,V5799_015587
Amblyomma-americanum_evm.model.contig-138465-1.1,V5799_015588
Amblyomma-americanum_evm.model.contig-138465-1.2,V5799_015589
Amblyomma-americanum_evm.model.contig-138465-1.3,V5799_015590
Amblyomma-americanum_evm.model.contig-138465-1.4,V5799_015591
Amblyomma-americanum_evm.model.contig-138465-1.5,V5799_015592
Amblyomma-americanum_evm.model.contig-138465-1.6,V5799_015593
Amblyomma-americanum_evm.model.contig-138471-1.1,V5799_015594
Amblyomma-americanum_evm.model.contig-138471-1.2,V5799_015595
Amblyomma-americanum_evm.model.contig-138471-1.3,V5799_015596
Amblyomma-americanum_evm.model.contig-138471-1.4,V5799_015597
Amblyomma-americanum_evm.model.contig-138471-1.5,V5799_015598
evm.TU.contig_138482_1.1,V5799_015599
Amblyomma-americanum_evm.model.contig-138494-1.1,V5799_015600
Amblyomma-americanum_evm.model.contig-138531-1.1,V5799_015603
